,var1,var2,ground_truth,truth_ab,truth_ba,context,var1_desc,var2_desc
pair0053, Ozone concentration, (Wind speed and Radiation and Temperature), L,0,1,"Information for pair0053:

Environmental data

x: 	Ozon concentration (microgramm/m^3)

y: 	1) wind speed (m/s)
	2) global radiation (W/m^2)
	3) temperature


Data source:
Dietrich Stoyan, Helga Stoyan, and Uwe Jansen (1997): 
Umwelstatistik: Statistische Verarbeitung und Analyse von Umweltdaten
http://www.mathe.tu-freiberg.de/Stoyan/umwdat.html#Top

","Ozone concentration, measured in micrograms per cubic meter (µg/m^3), refers to the amount of ozone present in a specific volume of air, which is a key environmental data used to assess air quality and its potential impact on climate and health.","Wind speed, radiation, and temperature are environmental variables that can influence the concentration of ozone in the atmosphere, with wind speed affecting the distribution of ozone, global radiation influencing ozone production, and temperature impacting both ozone formation and decay."
pair0054, (Displacement and Horsepower and Weight), (Fuel cons and ption and Acceleration), R,1,0,"Information for pairs0054:

Auto-Mpg Data

http://archive.ics.uci.edu/ml/datasets/Auto+MPG

1. Sources:
   (a) Origin:  This dataset was taken from the StatLib library which is
                maintained at Carnegie Mellon University. The dataset was 
                used in the 1983 American Statistical Association Exposition.
   (c) Date: July 7, 1993

2. Past Usage:
    -  See 2b (above)
    -  Quinlan,R. (1993). Combining Instance-Based and Model-Based Learning.
       In Proceedings on the Tenth International Conference of Machine 
       Learning, 236-243, University of Massachusetts, Amherst. Morgan
       Kaufmann.

3. Relevant Information:

   This dataset is a slightly modified version of the dataset provided in
   the StatLib library.  In line with the use by Ross Quinlan (1993) in
   predicting the attribute ""mpg"", 8 of the original instances were removed 
   because they had unknown values for the ""mpg"" attribute.  The original 
   dataset is available in the file ""auto-mpg.data-original"".

   ""The data concerns city-cycle fuel consumption in miles per gallon,
    to be predicted in terms of 3 multivalued discrete and 5 continuous
    attributes."" (Quinlan, 1993)

Attribute information:

mpg:           continuous
displacement:  continuous
horsepower:    continuous
weight:        continuous
acceleration:  continuous


x: (displacement, horsepower, weight)

y: (mpg, acceleration)

","Displacement, horsepower, and weight are continuous attributes in the Auto-MPG dataset, representing the engine's cubic capacity, the measure of the car's power, and the car's mass respectively, used to predict city-cycle fuel consumption in miles per gallon.","Fuel consumption and acceleration are key attributes in the Auto-MPG dataset, where fuel consumption refers to the city-cycle fuel usage measured in miles per gallon, and acceleration represents the vehicle's speed increase rate, both of which are continuous variables used for predicting vehicle performance."
pair0055, Ozone concentration (16-dim.), Radiation (16-dim.), L,0,1,"Information for pairs0055:

Daily mean values of ozone values and radiation in the last 83 days of 2009 at 16 different places in Switzerland.
11 days were deleted due to missing data.
The different places are: 
1 Bern-Bollwerk	
2 Magadino-Cadenazzo	
3 Lausanne-C/'esar-Roux	
4 Payerne	
5 Lugano-Universita	
6 Taenikon	
7 Zuerich-Kaserne	
8 Laegeren	
9 Basel-Binningen	
10 Chaumont	
11 Duebendorf	
12 Rigi-Seebodenalp	
13 Haerkingen	
14 Davos-See	
15 Sion-A/'eroport	
16 Jungfraujoch


x: Ozone (microgram / cubic meter)

y: Temperature (degree celsius)

source:
Bundesamt fuer Umwelt (BAFU, Switzerland)
www.bafu.admin.ch/luft/luftbelastung/blick_zurueck/datenabfrage/index.html?lang=de

","The concept of Ozone concentration (16-dim.) refers to the measurement of ozone levels, expressed in micrograms per cubic meter, at 16 different locations in Switzerland over the last 83 days of 2009, with data collected daily, except for 11 days due to missing information.","Radiation (16-dim.) refers to the daily mean values of solar radiation recorded at 16 different locations in Switzerland over the last 83 days of 2009, providing a multi-dimensional perspective on the radiation levels across various geographical points."
pair0056, Female life expectancy 2000-2005, Latitude, L,0,1,"Information for pair0056:

UNdata from http://data.un.org


x:	life expectancy at birth for different countries, female, 2000-2005

y:	latitude of the country's capital

China, Russia and Canada were taken out.

source:
http://data.un.org/Data.aspx?d=GenderStat&f=inID%3a37

","The concept of Female life expectancy 2000-2005 refers to the average number of years a newborn female is expected to live, assuming that current mortality rates remain constant throughout her life, specifically for the years between 2000 and 2005, excluding data from China, Russia, and Canada.","Latitude is a geographical coordinate that specifies the north-south position of a point on the Earth's surface, measured in degrees from the equator, which is 0 degrees, with the poles at 90 degrees North and South."
pair0057, Female life expectancy 1995-2000, Latitude, L,0,1,"Information for pair0057:

UNdata from http://data.un.org


x:	life expectancy at birth for different countries, female, 1995-2000

y:	latitude of the country's capital

China, Russia and Canada were taken out.

source:
http://data.un.org/Data.aspx?d=GenderStat&f=inID%3a37

","The concept of Female life expectancy 1995-2000 refers to the average number of years a newborn female is expected to live, assuming that current mortality rates remain constant throughout her life, specifically for the years between 1995 and 2000, excluding data from China, Russia, and Canada.","Latitude is a geographical coordinate that specifies the North-South position of a point on the Earth's surface, measured in degrees from the equator, which is 0 degrees, with the poles at 90 degrees North and South."
pair0058, Female life expectancy 1990-1995, Latitude, L,0,1,"Information for pair0057:

UNdata from http://data.un.org


x:	life expectancy at birth for different countries, female, 1990-1995

y:	latitude of the country's capital

China, Russia and Canada were taken out.

source:
http://data.un.org/Data.aspx?d=GenderStat&f=inID%3a37

","The concept of Female life expectancy 1990-1995 refers to the average number of years a newborn female could expect to live, assuming that current mortality rates remain constant throughout her life, across different countries during the period from 1990 to 1995, excluding China, Russia, and Canada.","Latitude is a geographical coordinate that specifies the north-south position of a point on the Earth's surface, measured in degrees from the equator, which has a latitude of 0 degrees, with the poles at a latitude of 90 degrees north and south."
pair0059, Female life expectancy 1985-1990, Latitude, L,0,1,"Information for pair0059:

UNdata from http://data.un.org


x:	life expectancy at birth for different countries, female, 1985-1990

y:	latitude of the country's capital

China, Russia and Canada were taken out.

source:
http://data.un.org/Data.aspx?d=GenderStat&f=inID%3a37

","Female life expectancy 1985-1990 refers to the average number of years a newborn female could expect to live, assuming that current mortality rates remain constant throughout her life, during the period from 1985 to 1990, based on data collected from various countries excluding China, Russia, and Canada.","Latitude is a geographical coordinate that specifies the north-south position of a point on the Earth's surface, measured in degrees from the equator, which is 0 degrees, with the poles at 90 degrees north and south."
pair0060, Male life expectancy 2000-2005, Latitude, L,0,1,"Information for pair0060:

UNdata from http://data.un.org


x:	life expectancy at birth for different countries, male, 2000-2005

y:	latitude of the country's capital

China, Russia and Canada were taken out.

source:
http://data.un.org/Data.aspx?d=GenderStat&f=inID%3a37

","Male life expectancy from 2000-2005 refers to the average number of years a newborn male could expect to live, assuming that current mortality rates remain constant throughout his life, during the period of 2000-2005, for various countries excluding China, Russia, and Canada.","Latitude is a geographical coordinate that specifies the north-south position of a point on the Earth's surface, measured in degrees from the equator, with positive values indicating locations north of the equator and negative values indicating locations south of the equator."
pair0061, Male life expectancy 1995-2000, Latitude, L,0,1,"Information for pair0061:

UNdata from http://data.un.org


x:	life expectancy at birth for different countries, male, 1995-2000

y:	latitude of the country's capital

China, Russia and Canada were taken out.

source:
http://data.un.org/Data.aspx?d=GenderStat&f=inID%3a37

","The concept of Male life expectancy 1995-2000 refers to the average number of years a newborn male could expect to live, assuming that current mortality rates remain constant throughout his life, across different countries during the period from 1995 to 2000, excluding China, Russia, and Canada.","Latitude is a geographical coordinate that specifies the north-south position of a point on the Earth's surface, measured in degrees from the equator, which has a latitude of 0 degrees."
pair0062, Male life expectancy 1990-1995, Latitude, L,0,1,"Information for pair0062:

UNdata from http://data.un.org


x:	life expectancy at birth for different countries, male, 1990-1995

y:	latitude of the country's capital

China, Russia and Canada were taken out.

source:
http://data.un.org/Data.aspx?d=GenderStat&f=inID%3a37

","Male life expectancy 1990-1995 refers to the average number of years a newborn male could expect to live, assuming that current mortality rates remain constant throughout his life, during the period from 1990 to 1995, for different countries excluding China, Russia, and Canada.","Latitude is a geographical coordinate that specifies the north-south position of a point on the Earth's surface, measured in degrees from the equator, with positive values indicating locations north of the equator and negative values indicating locations south of the equator."
pair0063, Male life expectancy 1985-1990, Latitude, L,0,1,"Information for pair0063:

UNdata from http://data.un.org


x:	life expectancy at birth for different countries, male, 1985-1990

y:	latitude of the country's capital

China, Russia and Canada were taken out.

source:
http://data.un.org/Data.aspx?d=GenderStat&f=inID%3a37

","Male life expectancy from 1985-1990 refers to the average number of years a newborn male could expect to live, assuming that current mortality rates remain constant throughout his life, during the period of 1985-1990, for different countries excluding China, Russia, and Canada.","Latitude is a geographic coordinate that specifies the north-south position of a point on the Earth's surface, measured in degrees from the equator, which has a latitude of 0 degrees, with the poles being at 90 degrees north and south."
pair0064, Drinking water access, Infant mortality, R,1,0,"Information for pair0064:

UNdata from http://data.un.org


x:	Population with sustainable access to improved drinking water sources (%) total, 2006

y:	Infant mortality rate (per 1 000 live births) both sexes, 2006

source:
http://data.un.org/Data.aspx?d=WHO&f=inID%3aMBD10
http://data.un.org/Data.aspx?d=WHO&f=inID%3aRF03

","Drinking water access refers to the percentage of a population that has a reliable and safe supply of water suitable for consumption and domestic use, as measured by UNdata in 2006.","Infant mortality refers to the death of infants under one year of age, typically expressed as a rate per 1,000 live births, and is often used as an indicator of a country's health status and quality of healthcare services."
pair0065, Stock return of Hang Seng Bank, Stock return of HSBC Hldgs, R,1,0,"Information for pair0065:

Financial data:

x:	stock returns of Hang Seng Bank (0011.HK) 

y:	stock return of HSBC Hldgs (0005.HK) 

from Jan. 4, 2000 to Jun. 17, 2005. Data was obtained from the Yahoo finance database. HSBC owns about 60% of Hang Seng Bank.

Remark: We calculated the above returns from the raw data in the following way.
1. Extract the dividend/split adjusted closing price data from Yahoo Finance http://finance.yahoo.com/.
2. For the few days when the price is not available, we use simple linear interpolation to estimate the price.  Consequently the two time series are aligned.
3. For each stock, denote the closing price on day t by P_t, and the corresponding return is calculated by X_t = (P_t-P_{t-1 }) / P_{t-1 }.

","The stock return of Hang Seng Bank (0011.HK) refers to the percentage change in the dividend/split adjusted closing price of the bank's stock from one trading day to the next, between January 4, 2000 and June 17, 2005, as obtained from the Yahoo Finance database, with missing price data estimated via simple linear interpolation.","The stock return of HSBC Holdings (0005.HK) refers to the percentage change in the dividend/split adjusted closing price of HSBC's shares from one trading day to the next, between January 4, 2000 and June 17, 2005, as obtained from the Yahoo Finance database, with missing data points estimated through simple linear interpolation."
pair0066, Stock return of Hutchison, Stock return of Cheung kong, R,1,0,"Information for pair0066:

Financial data

x:	stock returns of Hutchison (0013.HK)

y:	stock return of Cheung kong (0001.HK)

from Jan. 4, 2000 to Jun. 17, 2005. Data was obtained from the Yahoo finance database. Cheung kong owns about 50% of Hutchison.

Remark: We calculated the above returns from the raw data in the following way.
1. Extract the dividend/split adjusted closing price data from Yahoo Finance http://finance.yahoo.com/.
2. For the few days when the price is not available, we use simple linear interpolation to estimate the price.  Consequently the two time series are aligned.
3. For each stock, denote the closing price on day t by P_t, and the corresponding return is calculated by X_t = (P_t-P_{t-1 }) / P_{t-1 }.

","The stock return of Hutchison (0013.HK) refers to the percentage change in the company's dividend/split adjusted closing price over a specific period, in this case from January 4, 2000 to June 17, 2005, calculated using data extracted from Yahoo Finance and adjusted for any missing values through simple linear interpolation.","The stock return of Cheung Kong (0001.HK) refers to the percentage change in the company's stock price, from one trading day to the next, between January 4, 2000, and June 17, 2005, as calculated from the dividend/split adjusted closing price data obtained from Yahoo Finance, with missing price data estimated through simple linear interpolation."
pair0067, Stock return of Cheung kong, Stock return of Sun Hung Kai Prop., R,1,0,"Information for pair0067:

Financial data

x:	stock returns of Cheung kong (0001.HK)

y:	stock return of Sun Hung Kai Prop. (0016.HK)

from Jan. 4, 2000 to Jun. 17, 2005. Data was obtained from the Yahoo finance database. Sun Hung Kai Prop. is a typical stock in the Hang Seng Property subindex, and is believed to depend on other majoy stocks.

Remark: We calculated the above returns from the raw data in the following way.
1. Extract the dividend/split adjusted closing price data from Yahoo Finance http://finance.yahoo.com/.
2. For the few days when the price is not available, we use simple linear interpolation to estimate the price.  Consequently the two time series are aligned.
3. For each stock, denote the closing price on day t by P_t, and the corresponding return is calculated by X_t = (P_t-P_{t-1 }) / P_{t-1 }.


","The stock return of Cheung Kong (0001.HK) refers to the percentage change in its dividend/split adjusted closing price over a specific period, from January 4, 2000 to June 17, 2005, as calculated from raw data obtained from Yahoo Finance, with missing price data estimated through simple linear interpolation.","The stock return of Sun Hung Kai Properties (0016.HK) refers to the percentage change in its dividend/split adjusted closing price over a given period, from January 4, 2000 to June 17, 2005, as calculated from data obtained from Yahoo Finance and adjusted for instances when price data was not available."
pair0068, Bytes sent, Open http connections, L,0,1,"Information for pair0068:

Timeseries data - Internet connections and traffic at the MPI for Intelligent Systems.

X(t) - bytes sent at minute t.
Y(t) - open http connections during that minute 

Measurements are taken every 20 minutes. 

","In the context of timeseries data for Internet connections and traffic at the MPI for Intelligent Systems, 'Bytes sent' refers to the quantity of digital information, measured in bytes, transmitted from the system over the Internet in a specific minute.","Open HTTP connections refer to the active network links established between a client and server over the HTTP protocol during a specific time period, which in this context, is measured every minute."
pair0069, Inside temperature, Outside temperature, L,0,1,"Information for pair0069:

Timeseries data - Inside (room) and outside temperature

X(t) - inside room temperature in degrees Celsius
Y(t) - outside temperature in degrees Celsius

Measurements were taken every 5 minutes.

Data provided by Joris M. Mooij.

","The inside temperature, denoted as X(t), refers to the measurement of the thermal condition within a room, expressed in degrees Celsius, and recorded every 5 minutes as part of a timeseries data set provided by Joris M. Mooij.","The outside temperature, denoted as Y(t) in this context, refers to the ambient atmospheric temperature measured in degrees Celsius, recorded every 5 minutes as part of a time series data set provided by Joris M. Mooij."
pair0070, Parameter, Answer, R,1,0,"Information for pair0070:

data taken from
R. Armann and I.Buelthoff, 2010,
in preparation
MPI for Biological Cybernetics, Tuebingen, Germany
 

Discrete data:

Artificial faces were shown and varied between male and female.
People had to say if it is male or female.

The variables are:

X = par (between 0 and 14, 0 -> very female, 14 -> very male)

Y = sex_guess (0: female or 1: male, the subject's guess)

","A parameter, in the context of this study, refers to a quantifiable characteristic or feature of a system or experiment, such as the perceived gender of an artificial face, which can be manipulated or measured to observe its effect on the outcome.","The concept of 'Answer' in this context refers to the participant's response or guess about the gender of the shown artificial face, which is represented as '0' for female and '1' for male."
pair0071, Symptoms (6-dim.), Classification of disease (2-dim.), R,1,0,"Information for pair0071:

Data was taken from the UCI repository
http://archive.ics.uci.edu/ml/datasets/Acute+Inflammations

Jacek Czerniak, Ph.D., Assistant Professor
Systems Research Institute
Polish Academy of Sciences
Laboratory of Intelligent Systems
ul. Newelska 6, Room 218
01-447 Warszawa, Poland
e-mail: jacek.czerniak '@' ibspan.waw.pl or jczerniak '@' ukw.edu.pl 
 
Acute inflammation of urinary bladder is characterised
by sudden occurrence of pains in the abdomen region and the urination in form of
constant urine pushing, micturition pains and sometimes lack of urine keeping.
Temperature of the body is rising, however most often not above 38C. The excreted
urine is turbid and sometimes bloody. At proper treatment, symptoms decay usually
within several days. However, there is inclination to returns. At persons with acute
inflammation of urinary bladder, we should expect that the illness will turn into
protracted form.

Acute nephritis of renal pelvis origin occurs considerably more often at women than at
men. It begins with sudden fever, which reaches, and sometimes exceeds 40C. The fever
is accompanied by shivers and one- or both-side lumbar pains, which are sometimes very
strong. Symptoms of acute inflammation of urinary bladder appear very often. Quite not
infrequently there are nausea and vomiting and spread pains of whole abdomen.

The data was created by a medical expert as a data set to test the expert system, which
will perform the presumptive diagnosis of two diseases of urinary system. 
Each instance represents an potential patient. 

Discrete and logical data:
1 = yes, 2 = no

X is 6-dimensional
1 	Temperature of patient { 35C-42C } 
2 	Occurrence of nausea 
3 	Lumbar pain
4 	Urine pushing (continuous need for urination)
5 	Micturition pains
6 	Burning of urethra, itch, swelling of urethra outlet

Y is 2-dimensional
7	decision: Inflammation of urinary bladder
8 	decision: Nephritis of renal pelvis origin 


","The 6-dimensional symptoms in this context refer to the six key indicators used in the data set to diagnose urinary system diseases, namely: patient's temperature, occurrence of nausea, lumbar pain, continuous need for urination (urine pushing), micturition pains, and burning, itching, or swelling of the urethra outlet.","The concept of Classification of disease (2-dim.) in this context refers to the process of categorizing potential patients into two specific urinary system diseases, namely Inflammation of urinary bladder and Nephritis of renal pelvis origin, based on a set of six symptoms and conditions."
pair0072, Sunspots, Global mean temperature, R,1,0,"Information for pair0072:

sunspot data - timeseries with monthly values
from 5/1874 - 4/2010 = 1632 values


temperature data taken from 
http://www.cru.uea.ac.uk/cru/data/temperature/

sunspot data taken from
http://solarscience.msfc.nasa.gov/SunspotCycle.shtml

X = sunspot area

Y = global mean temperature anomalies (deviations from 1961-1990) in °C

","Sunspots are temporary phenomena on the Sun's photosphere that appear as spots darker than the surrounding areas due to lower temperatures, often used in research for their correlation with global temperature anomalies.","The Global mean temperature is a measure of the average temperature of the Earth's surface, calculated from temperature readings taken worldwide and averaged over time, often used to assess climate trends and anomalies."
pair0073, CO2 emissions, Energy use, L,0,1,"Information for pair0073:

Energy - emission data from 152 countries  between 1960 and 2005

from UNdata (http://data.un.org)


x: CO2 emissions for different countries in different years

y: Energy use (kg of oil equivalent per capita) for different countries in different years



","CO2 emissions refer to the release of carbon dioxide, a greenhouse gas, into the atmosphere, primarily through the burning of fossil fuels for energy, which is quantified on a country-by-country basis and tracked over time to assess environmental impact and energy efficiency.","Energy use, in this context, refers to the amount of energy consumed per person in a given country, measured in kilograms of oil equivalent per year."
pair0074, GNI per capita, Life expectancy, R,1,0,"Information for pair0074:

UNdata from http://data.un.org

Gross national income (GNI) and life expectancy. 
One can see the GNI per capita as an index how rich a country is. 
The wealth of a country influences the qualtity of the health care system and thus indirectly the life expectancy of its citizens.

x: GNI (Gross national income) per capita for different countries (in US$)

y: life expectancy at birth for different countries


","GNI per capita is a measure of a country's economic output per person, calculated by dividing the gross national income by the total population, and is often used as an indicator of a nation's wealth and living standards.","Life expectancy is a statistical measure indicating the average number of years a newborn is expected to live, given current age-specific mortality rates in a particular country."
pair0075, Under-5 mortality rate, GNI per capita, L,0,1,"Information for pair0075:

UNdata from http://data.un.org

Gross national income (GNI) and life expectancy. 
One can see the GNI per capita as an index how rich a country is. 
The wealth of a country influences the qualtity of the health care system and thus indirectly the mortality rate of its children.


x: under 5 mortality rate for different countries (deaths per 1000 live births)

y: GNI (Gross national income) per capita for different countries (in US$)

","The Under-5 mortality rate is a statistical measure representing the number of deaths of children under five years of age per 1000 live births, often used as an indicator of a country's overall health and well-being.","GNI per capita is a measure of a country's economic wealth per person, calculated by dividing the gross national income by the total population."
pair0076, Population growth, Food consumption growth, R,1,0,"Information for pair0076
 
population growth and food consumption 
 
data for 174 countries or areas, during the period from 1990-92 to 1995-97 (former 174 data points) and that from 1995-97 to 2000-02 (latter 174 points).  
 
The data were taken from food security statistics provided by Food and Agriculture Organization of the United Nations (http://www.docstoc.com/docs/102679223/Food-consumption-and-population-growth---FAO);
see http://www.fao.org/economic/ess/ess-fs/en/ .
 
x (first column): the average annual rate of change of population;
y (second column): the average annual rate of change of total dietary consumption for total population (kcal/day).

Their difference (y-x) can be interpreted as the average annual rate of change of dietary energy consumption (kcal/person/day).

","Population growth refers to the increase in the number of individuals in a population over a specific period of time, often expressed as an average annual rate of change.","Food consumption growth refers to the average annual rate of change in total dietary energy intake for the entire population, measured in kilocalories per day, and it reflects changes in dietary habits and food availability over time."
pair0077, Temperature, Solar radiation, L,0,1,"Information for pair0077:

Note: X and Y are actually time series with time step 1 day 

Y is the solar radiation in W/m^2 measured in Furtwangen, Black Forest, Germany, by Bernward Janzing.
Each value is the daily average of one day between January 1, 1985 and December 31, 2008.

X is the daily average temperature of the air measured at the same location and the same days.

The data are taken from a larger data set containing solar radiation averages from November 24, 1985 to December 31, 2008
and temperature values from January 1, 1979 to  December 31, 2008.
The original files have been provided by Bernward Janzing and processed by Dominik Janzing to extract the common time interval.

","Temperature is a quantitative measure of the degree of heat present in a substance or object, often measured in degrees Celsius, Fahrenheit, or Kelvin, and in this context, it refers to the daily average air temperature recorded in Furtwangen, Black Forest, Germany, from January 1, 1985, to December 31, 2008.","Solar radiation refers to the electromagnetic energy emitted by the sun, measured in watts per square meter (W/m^2), which is crucial for various natural processes on Earth, including weather patterns and photosynthesis."
pair0078, PPFD, Net Ecosystem Productivity, R,1,0,"Information for pair0078:

Light Response Data

Taken at a flux tower at site DE-Hai
latitude: 51.08?N
longitude: 10.45?E

The filtered version of the data is taken from:

Moffat A.M. (2012): Assessing competing semi-empirical equations:
Light response curve (Chapter 7). In: /A new methodology to interpret
high resolution measurements of net carbon fluxes between terrestrial
ecosystems and the atmosphere/. pp. 68-80. Doctoral thesis, Friedrich
Schiller University, Jena.

- Response of NEP on total PPFD

First column (x): PPFD (Photosynthetic Photon Flux Density)
- a measure of light intensity in terms of photons, that are available for photosynthesis
- i.e. the number of photons falling on a 1 meter square area per second
- only the photons with a wavelength of 400-700nm (visible light) are available for photosynthesis
- unit [?mol/(m?s)]
PPFD(total) = PPFDdif + PPFDdir


Second column (y): NEP (Net Ecosystem Productivity)
- a measure of the carbon flux
- calculated by photosynthetic uptake MINUS release by respiration
- is known to be driven by PPFD
- unit: [?mol/(m?s)]


","PPFD, or Photosynthetic Photon Flux Density, is a measure of the intensity of light, specifically the number of photons within the visible light spectrum (400-700nm) that fall on a one square meter area per second, which are available for photosynthesis.","Net Ecosystem Productivity (NEP) is a measure of the carbon flux in an ecosystem, calculated by subtracting the carbon released by respiration from the carbon absorbed through photosynthesis, and is influenced by the Photosynthetic Photon Flux Density (PPFD)."
pair0079, Net Ecosystem Productivity, Diffuse PPFDdif, L,0,1,"Information for pair0079:

Light Response Data

Taken at a flux tower at site DE-Hai
latitude: 51.08?N
longitude: 10.45?E

The filtered version of the data is taken from:

Moffat A.M. (2012) Assessing competing semi-empirical equations:
Light response curve (Chapter 7). In: /A new methodology to interpret
high resolution measurements of net carbon fluxes between terrestrial
ecosystems and the atmosphere/. pp. 68-80. Doctoral thesis, Friedrich
Schiller University, Jena.

- Response of NEP on PPFDdif

First column (x): NEP (Net Ecosystem Productivity)
- a measure of the carbon flux
- calculated by photosynthetic uptake MINUS release by respiration
- is known to be driven by PPFDdif and PPFDdir
- unit: [?mol/(m?s)]

Second column (y): PPFDdif (Photosynthetic Photon Flux Density, diffusive)
- a measure of light intensity in terms of diffusive photons, that are available for photosynthesis
- i.e. the number of diffusive photons falling on a 1 meter square area per second
- only the photons with a wavelength of 400-700nm (visible light) are available for photosynthesis
- unit [?mol/(m?s)]
PPFD(total) = PPFDdif + PPFDdir


","Net Ecosystem Productivity (NEP) is a measure of the carbon flux within an ecosystem, calculated by subtracting the carbon released through respiration from the carbon absorbed through photosynthesis, which is influenced by factors such as light intensity.","Diffuse PPFDdif refers to the measure of light intensity in terms of diffusive photons, specifically those with a wavelength of 400-700nm (visible light), that are available for photosynthesis, quantified as the number of these photons falling on a one square meter area per second."
pair0080, Net Ecosystem Productivity, Direct PPFDdir, L,0,1,"Information for pair0080:

Light Response Data

Taken at a flux tower at site DE-Hai
latitude: 51.08?N
longitude: 10.45?E

The filtered version of the data is taken from:

Moffat A.M. (2012) Assessing competing semi-empirical equations:
Light response curve (Chapter 7). In: /A new methodology to interpret
high resolution measurements of net carbon fluxes between terrestrial
ecosystems and the atmosphere/. pp. 68-80. Doctoral thesis, Friedrich
Schiller University, Jena.

- Response of NEP on PPFDdir

First column (x): NEP (Net Ecosystem Productivity)
- a measure of the carbon flux
- calculated by photosynthetic uptake MINUS release by respiration
- is known to be driven by PPFDdif and PPFDdir
- unit: [?mol/(m?s)]

Second column (y): PPFDdir (Photosynthetic Photon Flux Density, direct)
- a measure of direct solar light intensity in terms of photons, that are available for photosynthesis
- i.e. the number of direct photons falling on a 1 meter square area per second
- only the photons with a wavelength of 400-700nm (visible light) are available for photosynthesis
- unit [?mol/(m?s)]
PPFD(total) = PPFDdif + PPFDdir


","Net Ecosystem Productivity (NEP) is a measure of the carbon flux within an ecosystem, calculated by subtracting the carbon release due to respiration from the carbon uptake through photosynthesis.","Direct PPFDdir refers to the measure of direct solar light intensity in terms of photons, specifically those within the 400-700nm wavelength (visible light) that are available for photosynthesis, falling on a one-meter square area per second."
pair0081, Temperature, Local CO2 flux, R,1,0,"Information for pair0081:

Fluxnet data

The folder contains flux data where fluxes are net CO2 exchanges aggregated
over night, and the temperature accordingly (from http://fluxnet.ornl.gov). 

The site id is BE-Bra
Belgium, Brasschaat

You have 365 values per site (one year).

The night time CO2 is ""respiration"" the flux from the ecosystem to the
atmosphere but no assumptions on flux partitioning!!! The price is high noise
levels.

x: Temperature in degree Celsius

y: CO2 flux at night

Pleases note that column 3 contains either NaN  if the data were filled,
or 1 for credible values. 


","Temperature, represented as 'x' in the dataset, refers to the atmospheric condition measured in degrees Celsius, which is used in the study of net CO2 exchanges during nighttime.","Local CO2 flux refers to the net exchange of carbon dioxide between a specific ecosystem and the atmosphere, typically measured at night to capture ecosystem respiration, with data often subject to high noise levels due to environmental variability."
pair0082, Temperature, Local CO2 flux, R,1,0,"Information for pair0082:

Fluxnet data

The folder contains flux data where fluxes are net CO2 exchanges aggregated
over night, and the temperature accordingly (from http://fluxnet.ornl.gov). 

The site id is DE-Har
Germany, Hartheim

You have 365 values per site (one year).

The night time CO2 is ""respiration"" the flux from the ecosystem to the
atmosphere but no assumptions on flux partitioning!!! The price is high noise
levels.

x: Temperature in degree Celsius

y: CO2 flux at night

Pleases note that column 3 contains either NaN  if the data were filled,
or 1 for credible values. 


","Temperature, in the given context, refers to the ambient atmospheric temperature measured in degrees Celsius, which is used in correlation with the CO2 flux at night to study net CO2 exchanges in the ecosystem.","Local CO2 flux refers to the net exchange of carbon dioxide between a specific ecosystem and the atmosphere, typically measured over a specific period such as nightly, and can be influenced by factors such as temperature."
pair0083, Temperature, Local CO2 flux, R,1,0,"Information for pair0083:

Fluxnet data

The folder contains flux data where fluxes are net CO2 exchanges aggregated
over night, and the temperature accordingly (from http://fluxnet.ornl.gov). 

The site id is US-PFa
US, Park Falls

You have 365 values per site (one year).

The night time CO2 is ""respiration"" the flux from the ecosystem to the
atmosphere but no assumptions on flux partitioning!!! The price is high noise
levels.

x: Temperature in degree Celsius

y: CO2 flux at night

Pleases note that column 3 contains either NaN  if the data were filled,
or 1 for credible values. 


","Temperature, in this context, refers to the ambient atmospheric temperature measured in degrees Celsius, which is used to study its correlation with the net CO2 flux at night from the ecosystem to the atmosphere.","Local CO2 flux refers to the net exchange of carbon dioxide between a specific ecosystem and the atmosphere, typically measured at night to capture the ecosystem's respiration without the influence of photosynthesis."
pair0084, Employment, Population, L,0,1,"Information for pair 98
 
natural logarithm of employment and natural logarithm of population 
 
data for 3102 counties in US in 1980.  
 
The data were taken from US county-level growth data set from Journal of Applied Econometrics web site.  Currently available at
http://www.spatial-econometrics.com/data/contents.html .
 
x (first column): the natural logarithm of employment in 1980 in 3102 counties in US;
y (second column): the natural logorithm of the corresponding population.

It seems reanable that the total population causes the employment, not vice versa. The difference (x-y) can be considered as the natural logarithm of the propotion of the emloyment.

","Employment refers to the state of having a paid job or occupation, and in the context of this data, it is represented by the natural logarithm of the total number of individuals employed in 3102 counties in the US in 1980.","Population refers to the total number of inhabitants residing in a specific geographical area, such as a county, at a given time, in this case, 1980."
